VHSBNR;VNR;VNAME;NHSBNR;NNR;NNAME;ZEIT
12501;125;"Dresden Mügelner Straße";12501;125;"Dresden Mügelner Straße";120
12502;125;"Dresden Mügelner Straße";12502;125;"Dresden Mügelner Straße";120
12502;125;"Dresden Mügelner Straße";12501;125;"Dresden Mügelner Straße";120
12601;126;"Dresden Breitscheidstraße";12602;126;"Dresden Breitscheidstraße";120
12601;126;"Dresden Breitscheidstraße";12601;126;"Dresden Breitscheidstraße";120
12602;126;"Dresden Breitscheidstraße";12602;126;"Dresden Breitscheidstraße";120
12602;126;"Dresden Breitscheidstraße";12601;126;"Dresden Breitscheidstraße";120
12701;127;"Dresden Trattendorfer Straße";12701;127;"Dresden Trattendorfer Straße";120
13101;131;"Dresden Reichenbachstraße";13102;131;"Dresden Reichenbachstraße";180
13101;131;"Dresden Reichenbachstraße";13101;131;"Dresden Reichenbachstraße";120
13101;131;"Dresden Reichenbachstraße";13103;131;"Dresden Reichenbachstraße";360
13102;131;"Dresden Reichenbachstraße";13102;131;"Dresden Reichenbachstraße";120
13102;131;"Dresden Reichenbachstraße";13101;131;"Dresden Reichenbachstraße";180
13102;131;"Dresden Reichenbachstraße";13103;131;"Dresden Reichenbachstraße";360
13103;131;"Dresden Reichenbachstraße";13102;131;"Dresden Reichenbachstraße";360
13103;131;"Dresden Reichenbachstraße";13101;131;"Dresden Reichenbachstraße";360
13103;131;"Dresden Reichenbachstraße";13103;131;"Dresden Reichenbachstraße";120
13201;132;"Dresden Nürnberger Platz";13202;132;"Dresden Nürnberger Platz";120
13201;132;"Dresden Nürnberger Platz";13201;132;"Dresden Nürnberger Platz";120
13202;132;"Dresden Nürnberger Platz";13201;132;"Dresden Nürnberger Platz";120
13202;132;"Dresden Nürnberger Platz";13202;132;"Dresden Nürnberger Platz";120
13301;133;"Dresden Südvorstadt";13301;133;"Dresden Südvorstadt";120
13401;134;"Dresden Münchner Platz";13402;134;"Dresden Münchner Platz";120
13401;134;"Dresden Münchner Platz";13401;134;"Dresden Münchner Platz";120
13402;134;"Dresden Münchner Platz";13402;134;"Dresden Münchner Platz";120
13402;134;"Dresden Münchner Platz";13401;134;"Dresden Münchner Platz";120
13501;135;"Dresden Plauen Nöthnitzer Str.";13501;135;"Dresden Plauen Nöthnitzer Str.";120
13501;135;"Dresden Plauen Nöthnitzer Str.";13503;135;"Dresden Plauen Nöthnitzer Str.";120
13501;135;"Dresden Plauen Nöthnitzer Str.";13502;135;"Dresden Plauen Nöthnitzer Str.";120
13502;135;"Dresden Plauen Nöthnitzer Str.";13501;135;"Dresden Plauen Nöthnitzer Str.";120
13502;135;"Dresden Plauen Nöthnitzer Str.";13503;135;"Dresden Plauen Nöthnitzer Str.";120
13502;135;"Dresden Plauen Nöthnitzer Str.";13502;135;"Dresden Plauen Nöthnitzer Str.";120
13503;135;"Dresden Plauen Nöthnitzer Str.";13501;135;"Dresden Plauen Nöthnitzer Str.";120
13503;135;"Dresden Plauen Nöthnitzer Str.";13503;135;"Dresden Plauen Nöthnitzer Str.";120
13503;135;"Dresden Plauen Nöthnitzer Str.";13502;135;"Dresden Plauen Nöthnitzer Str.";120
13504;135;"Dresden Plauen Nöthnitzer Str.";13504;135;"Dresden Plauen Nöthnitzer Str.";120
14101;141;"Dresden Rosenstraße";14101;141;"Dresden Rosenstraße";120
14201;142;"Dresden Oederaner Straße";14201;142;"Dresden Oederaner Straße";120
